,USU09513JJ95,US38141GXJ83,US44891CBB81,US20826FAU03,US20825CAW47,US30231GBD34,US30231GBH48,US55608RBJ86,US89115A2A98,US86562MAC47,US06051GFX25,US46625HQW33,US6174468C63,US912828ZP81,US91282CER88,US91282CEU18,US91911TAP84,US00287YAQ26,US09062XAF06,US91282CFE66,US84265VAH87,US00724PAC32,US03522AAG58,US74432QCH65,US375558AW38,US037833AS94,BMO.TO,BRL=X,CAD=X,CHF=X,CM.TO,ESPO,EUR=X,GBP=X,IGSB,IYF,JXI,RIGS,RY.TO,SPY,SPY230120P00370000,SPY230120P00380000,SPY230217P00360000,SPY230217P00365000,SPY230317C00410000,SPY230317C00415000,SPY230317P00350000,SPY230317P00360000,SPY230317P00370000,SPY230317P00380000,SPY230616C00430000,VALE
2022-02-21,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,5.137499809265137,1.2756600379943848,0.9208999872207642,,,0.8836100101470947,0.7356500029563904,,,,,,,,,,,,,,,,,,
2022-02-22,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,141.85092163085938,5.102700233459473,1.2755999565124512,0.9157099723815918,76.6229476928711,58.3387565612793,0.8841999769210815,0.735509991645813,51.75202178955078,83.93984985351562,58.59042739868164,23.455337524414062,138.22073364257812,422.71221923828125,19.200000762939453,19.40999984741211,,,,,17.0,17.889999389648438,22.25,25.360000610351562,45.11000061035156,16.28118324279785
2022-02-23,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,139.8061981201172,5.05709981918335,1.276710033416748,0.9215599894523621,76.09635162353516,57.496429443359375,0.8826799988746643,0.7358700037002563,51.653690338134766,82.56523895263672,58.06643295288086,23.38675308227539,136.41468811035156,415.2138366699219,19.709999084472656,22.540000915527344,,,47.29999923706055,,,19.0,22.280000686645508,25.5,42.5,16.36647605895996
2022-02-24,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,137.99404907226562,5.008699893951416,1.2733900547027588,0.9174200296401978,73.487060546875,59.01262283325195,0.8845099806785583,0.7382400035858154,51.71268844604492,81.67173767089844,58.16346740722656,23.4161434173584,133.6182098388672,421.4624938964844,19.049999237060547,22.0,,,50.5,42.33000183105469,19.600000381469727,20.899999618530273,23.0,25.5,37.9900016784668,16.176939010620117
2022-02-25,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,140.77528381347656,5.122200012207031,1.2809499502182007,0.9258400201797485,77.61921691894531,60.2513427734375,0.8935999870300293,0.747759997844696,51.7225227355957,84.45042419433594,60.104190826416016,23.40634536743164,136.29815673828125,430.7615966796875,16.75,19.0,,,55.599998474121094,,14.510000228881836,16.610000610351562,20.200000762939453,20.8700008392334,48.209999084472656,16.887699127197266
2022-02-28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,140.25196838378906,5.15939998626709,1.2755199670791626,0.926596999168396,76.1105728149414,60.05314636230469,0.8943700194358826,0.747759997844696,51.919185638427734,83.29182434082031,60.375892639160156,23.445537567138672,136.14280700683594,429.6595153808594,18.34000015258789,20.5,,,52.02000045776367,,14.5,,,22.799999237060547,,17.522647857666016
2022-03-01,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,140.19383239746094,5.158400058746338,1.2666499614715576,0.9175000190734863,74.64938354492188,58.69551086425781,0.8915899991989136,0.7450000047683716,52.03536605834961,80.36585235595703,59.172645568847656,23.57290267944336,133.414306640625,423.11566162109375,20.0,22.399999618530273,,,,,17.700000762939453,19.649999618530273,,24.809999465942383,44.150001525878906,17.873291015625
2022-03-02,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,143.07192993164062,5.158999919891357,1.2723499536514282,0.9185600280761719,76.02992248535156,59.3693733215332,0.8982499837875366,0.7498999834060669,51.739994049072266,82.6732406616211,59.4249382019043,23.494525909423828,133.6376495361328,430.89935302734375,18.440000534057617,21.399999618530273,,,57.099998474121094,,13.65999984741211,,,24.5,48.38999938964844,18.45137596130371
2022-03-03,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,143.2075958251953,5.096502780914307,1.2646100521087646,0.920520007610321,75.87337493896484,57.42706298828125,0.8999000191688538,0.7464399933815002,51.749839782714844,82.2608642578125,59.49286651611328,23.494525909423828,135.00672912597656,428.7541809082031,17.979999542236328,20.389999389648438,,,,,,18.149999618530273,,23.209999084472656,,18.802019119262695
2022-03-04,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,141.72494506835938,5.030900001525879,1.2670300006866455,0.917900025844574,75.69783782958984,55.9207763671875,0.9035999774932861,0.7490100264549255,51.739994049072266,80.67024230957031,60.02656555175781,23.38675308227539,134.23965454101562,425.27069091796875,20.149999618530273,22.139999389648438,,,54.29999923706055,,17.889999389648438,19.790000915527344,,,46.279998779296875,19.095800399780273
2022-03-07,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,137.9359130859375,5.06056022644043,1.2714099884033203,0.9201599955558777,74.15599060058594,54.07756042480469,0.9195799827575684,0.7568600177764893,51.49384689331055,77.52825164794922,60.25944900512695,23.337764739990234,132.3462371826172,412.73406982421875,22.850000381469727,24.809999465942383,,,49.130001068115234,44.369998931884766,19.469999313354492,20.75,23.0,26.0,39.619998931884766,19.522258758544922
2022-03-08,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,138.59487915039062,5.110499858856201,1.2801400423049927,0.9254500269889832,74.00892639160156,54.265846252441406,0.9203600287437439,0.7626429796218872,51.326473236083984,77.19441986083984,60.32737350463867,23.259384155273438,131.31698608398438,409.6048583984375,23.389999389648438,22.760000228881836,,,47.0,42.29999923706055,19.940000534057617,22.90999984741211,25.25,26.0,40.0,18.783065795898438
2022-03-09,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,142.58741760253906,5.058800220489502,1.2889000177383423,0.9295600056648254,75.5792236328125,56.614463806152344,0.9175800085067749,0.7634000182151794,51.35599899291992,80.01238250732422,61.2783317565918,23.31816864013672,133.75416564941406,420.586669921875,21.0,22.0,,,51.880001068115234,,17.489999771118164,20.18000030517578,22.639999389648438,,44.63999938964844,17.74061393737793
2022-03-10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,142.1222686767578,5.011499881744385,1.2798500061035156,0.9264900088310242,75.55551147460938,54.78115463256836,0.9030299782752991,0.758400022983551,51.218162536621094,79.38398742675781,60.63789367675781,23.21039581298828,134.29791259765625,418.6875,20.40999984741211,23.010000228881836,,,48.33000183105469,45.029998779296875,18.0,20.469999313354492,,26.59000015258789,40.689998626708984,18.299747467041016
2022-03-11,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,142.55831909179688,5.009699821472168,1.275589942932129,0.9293799996376038,75.40369415283203,53.69108200073242,0.9079399704933167,0.7631700038909912,51.13938522338867,78.85377502441406,60.181819915771484,23.132017135620117,134.14256286621094,413.3638916015625,21.68000030517578,24.200000762939453,,,,48.0,18.479999542236328,20.770000457763672,22.579999923706055,25.0,,18.072303771972656
2022-03-14,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,144.04100036621094,5.073500156402588,1.2735400199890137,0.9347699880599976,75.54602813720703,52.10552215576172,0.9147400259971619,0.7662659883499146,50.912940979003906,79.56071472167969,60.2497444152832,22.98505210876465,135.04559326171875,410.3428649902344,22.399999618530273,25.229999542236328,,,43.380001068115234,42.25,20.100000381469727,22.979999542236328,25.030000686645508,28.100000381469727,,16.868745803833008
2022-03-15,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,143.91500854492188,5.121399879455566,1.2821099758148193,0.9383000135421753,75.5175552368164,53.09649658203125,0.9138100147247314,0.768530011177063,50.9917106628418,80.60150146484375,61.045440673828125,23.073230743408203,136.01658630371094,419.3664855957031,20.0,23.110000610351562,,,48.84000015258789,47.5,19.100000381469727,20.309999465942383,22.540000915527344,25.979999542236328,42.0,16.338045120239258
2022-03-16,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,146.5993194580078,5.1631999015808105,1.2768800258636475,0.940779983997345,76.57076263427734,57.575706481933594,0.9116299748420715,0.7664899826049805,51.05078125,83.007080078125,60.92900085449219,23.151611328125,136.76425170898438,428.6656188964844,16.799999237060547,19.670000076293945,,,,51.0,16.5,18.68000030517578,20.049999237060547,22.520000457763672,46.5,16.82136344909668
2022-03-17,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,147.06446838378906,5.0738749504089355,1.2686799764633179,0.9415599703788757,76.92656707763672,56.77301788330078,0.9072800278663635,0.7609699964523315,51.13938522338867,83.90057373046875,61.385066986083984,23.22019386291504,137.6381378173828,434.02862548828125,16.799999237060547,18.0,,,,,15.59000015258789,17.0,,20.56999969482422,49.290000915527344,17.721662521362305
2022-03-18,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,147.94630432128906,5.039400100708008,1.263159990310669,0.936020016670227,77.51484680175781,58.53695297241211,0.9009400010108948,0.7598549723625183,51.11970520019531,84.31295776367188,61.17158889770508,23.249584197998047,138.00711059570312,438.7824401855469,15.0,16.5,,,,55.75,13.680000305175781,14.630000114440918,,17.489999771118164,,18.06282615661621
2022-03-21,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,148.08197021484375,5.0177998542785645,1.2605799436569214,0.9329299926757812,77.72834014892578,57.32796096801758,0.9055399894714355,0.7598299980163574,50.87355422973633,84.16567993164062,61.326847076416016,23.122217178344727,138.57029724121094,438.6541442871094,16.18000030517578,16.799999237060547,,,,58.0,12.819999694824219,14.520000457763672,16.5,18.899999618530273,,18.896787643432617
2022-03-22,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,148.9638214111328,4.935200214385986,1.2588000297546387,0.9338799715042114,77.85169219970703,58.992801666259766,0.9076700210571289,0.7594000101089478,50.88340377807617,85.55010986328125,61.46269607543945,23.161407470703125,138.8130340576172,443.7870178222656,13.050000190734863,14.90999984741211,,,65.69999694824219,61.849998474121094,11.229999542236328,,15.119999885559082,17.209999084472656,58.86000061035156,18.536666870117188
2022-03-23,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,143.43048095703125,4.909999847412109,1.2582800388336182,0.9334099888801575,75.4701156616211,58.427947998046875,0.9066399931907654,0.7537800073623657,50.893253326416016,83.9791259765625,60.996925354003906,23.200599670410156,136.31759643554688,438.07171630859375,13.899999618530273,16.0,,,,59.91999816894531,,,15.359999656677246,,55.849998474121094,18.887311935424805
2022-03-24,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,144.196044921875,4.82420015335083,1.2559200525283813,0.9307199716567993,75.33728790283203,58.68560028076172,0.9085699915885925,0.7572299838066101,50.893253326416016,84.64067077636719,61.42388153076172,23.173105239868164,136.41468811035156,444.67535400390625,12.949999809265137,14.949999809265137,,,64.0,,,,15.359999656677246,18.0,55.0,18.97260284423828
2022-03-25,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,144.53521728515625,4.826300144195557,1.2520400285720825,0.9294899702072144,75.66798400878906,58.150474548339844,0.90829998254776,0.7578200101852417,50.69633483886719,85.58715057373047,62.07402420043945,23.13382911682129,137.18177795410156,446.8470153808594,13.0600004196167,14.25,,,67.27999877929688,,11.5,12.220000267028809,15.119999885559082,16.350000381469727,,18.896787643432617
2022-03-28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,144.7581024169922,4.7368998527526855,1.248710036277771,0.9312700033187866,74.9730224609375,58.79460906982422,0.9105899930000305,0.7589399814605713,50.69633483886719,85.38997650146484,62.559207916259766,23.13382911682129,136.73512268066406,450.0254211425781,11.930000305175781,13.880000114440918,,,67.25,,11.399999618530273,13.529999732971191,15.220000267028809,,,18.92521858215332
2022-03-29,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,144.4383087158203,4.764100074768066,1.2518199682235718,0.9336699843406677,74.90113830566406,60.3008918762207,0.909600019454956,0.7631499767303467,50.90309524536133,85.94208526611328,63.2869758605957,23.33021354675293,136.29815673828125,455.5926513671875,10.329999923706055,12.300000190734863,,,71.52999877929688,69.0,10.25,,13.210000038146973,14.550000190734863,64.48999786376953,18.906265258789062
2022-03-30,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,143.5177001953125,4.756199836730957,1.2497899532318115,0.9311500191688538,74.35476684570312,59.18109130859375,0.9015899896621704,0.7637199759483337,50.912940979003906,85.07447814941406,63.840084075927734,23.251657485961914,135.82237243652344,452.7794189453125,11.119999885559082,12.569999694824219,,,72.41000366210938,,10.609999656677246,12.350000381469727,13.520000457763672,,,18.982080459594727
2022-03-31,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,142.55831909179688,4.769700050354004,1.24822998046875,0.9229699969291687,72.73001861572266,57.565799713134766,0.8959100246429443,0.7610999941825867,50.92279052734375,83.33927154541016,63.88859939575195,23.27129554748535,133.6473388671875,445.8105773925781,11.420000076293945,13.300000190734863,,,,,10.75,,13.5,,62.470001220703125,18.944169998168945
2022-04-01,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,141.85092163085938,4.737800121307373,1.2498500347137451,0.9231899976730347,72.54789733886719,58.249568939208984,0.9031500220298767,0.7606300115585327,50.827144622802734,83.18152618408203,64.48052215576172,23.202564239501953,133.33663940429688,447.0740051269531,12.289999961853027,13.970000267028809,,,67.62999725341797,,,,14.890000343322754,16.329999923706055,,19.740224838256836
2022-04-04,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,142.36453247070312,4.657199859619141,1.2526500225067139,0.9258999824523926,72.8019027709961,60.3108024597168,0.9052000045776367,0.7631400227546692,50.89616394042969,82.81674194335938,63.97593688964844,23.300752639770508,134.22024536132812,450.9039306640625,,13.329999923706055,,,69.5999984741211,,,,14.0,14.75,60.29999923706055,20.11929702758789
2022-04-05,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,143.18821716308594,4.593800067901611,1.2486200332641602,0.9261999726295471,72.05904388427734,58.745059967041016,0.9110900163650513,0.7625100016593933,50.69896697998047,82.15617370605469,64.49022674560547,23.11419105529785,133.98719787597656,445.20843505859375,,13.680000305175781,,,,,11.399999618530273,,,,61.90999984741211,19.266382217407227
2022-04-06,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,141.81214904785156,4.650700092315674,1.2484400272369385,0.9296000003814697,70.63079071044922,57.05049133300781,0.916890025138855,0.764680027961731,50.62995147705078,81.48576354980469,65.4411849975586,23.04545783996582,133.17156982421875,440.7566223144531,13.390000343322754,15.0,,,64.19999694824219,,12.960000038146973,,,18.399999618530273,,19.40853500366211
2022-04-07,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,139.51548767089844,4.715199947357178,1.2563799619674683,0.9330499768257141,70.06524658203125,56.62437057495117,0.9175800085067749,0.764989972114563,50.67926025390625,81.30828857421875,65.24710845947266,23.025819778442383,131.6374053955078,442.97760009765625,13.3100004196167,14.170000076293945,,,,,,,15.479999542236328,,,19.40853500366211
2022-04-08,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,140.4651641845703,4.752099990844727,1.2586699724197388,0.9344800114631653,70.328857421875,55.66312026977539,0.9204000234603882,0.7651500105857849,50.56093215942383,82.00828552246094,65.48970031738281,22.937448501586914,132.69580078125,441.7930908203125,12.359999656677246,14.329999923706055,,,,,11.609999656677246,13.270000457763672,15.180000305175781,,,19.048416137695312
2022-04-11,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,140.23260498046875,4.6981000900268555,1.257599949836731,0.9342399835586548,70.10359954833984,55.167633056640625,0.9186999797821045,0.7673299908638,50.51163101196289,81.62378692626953,64.80074310302734,22.86871337890625,133.56968688964844,434.2418212890625,14.239999771118164,16.200000762939453,,,,,,,,,52.29999923706055,18.963125228881836
2022-04-12,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,138.6820831298828,4.693600177764893,1.264009952545166,0.9312999844551086,69.53325653076172,54.40458679199219,0.9192900061607361,0.767799973487854,50.6496696472168,80.77588653564453,64.6843032836914,22.97672462463379,132.49188232421875,432.63287353515625,,16.280000686645508,,,,,12.529999732971191,,,,51.7599983215332,18.887311935424805
2022-04-13,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,138.02313232421875,4.673099994659424,1.2634400129318237,0.932640016078949,69.29361724853516,55.65321350097656,0.9236900210380554,0.7690799832344055,50.72854995727539,80.95336151123047,64.7716293334961,23.04545783996582,132.4433135986328,437.58807373046875,13.050000190734863,15.600000381469727,,,60.0,55.060001373291016,,,,,,18.868356704711914
2022-04-14,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,138.80809020996094,4.690199851989746,1.2566200494766235,0.9338499903678894,69.32716369628906,54.36494445800781,0.9177200198173523,0.762179970741272,50.58064651489258,80.08575439453125,64.61637115478516,22.95708465576172,132.88998413085938,432.1393127441406,13.300000190734863,15.350000381469727,,,,53.0,12.5,14.300000190734863,15.789999961853027,18.1200008392334,50.0,18.460853576660156
2022-04-15,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,4.701000213623047,1.2603000402450562,0.9429100155830383,,,0.9241300225257874,0.7651100158691406,,,,,,,,,,,,,,,,,,
2022-04-18,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,138.59487915039062,4.7006001472473145,1.2615000009536743,0.9423400163650513,69.45177459716797,53.552345275878906,0.9246199727058411,0.7658399939537048,50.531349182128906,80.32237243652344,64.17000579833984,22.907983779907227,133.20069885253906,432.3169860839844,13.880000114440918,16.270000457763672,,,55.099998474121094,,13.210000038146973,,16.309999465942383,19.059999465942383,,18.318700790405273
2022-04-19,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,140.06784057617188,4.6519999504089355,1.2600200176239014,0.944599986076355,69.96940612792969,54.01810073852539,0.9274899959564209,0.7686499953269958,50.33415985107422,81.49562072753906,64.55815124511719,22.888351440429688,134.69602966308594,439.29571533203125,13.5,14.0,,,,,11.699999809265137,13.319999694824219,15.029999732971191,17.149999618530273,52.40999984741211,17.769046783447266
2022-04-20,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,142.15133666992188,4.664999961853027,1.2603700160980225,0.9520599842071533,70.6355972290039,52.48208999633789,0.9264000058174133,0.7684199810028076,50.403175354003906,82.1364517211914,65.11125183105469,22.947265625,134.97760009765625,438.969970703125,,13.949999809265137,,,,58.439998626708984,,12.720000267028809,14.449999809265137,16.149999618530273,,17.4847412109375
2022-04-21,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,141.51174926757812,4.620800018310547,1.2486200332641602,0.9490000009536743,70.53972625732422,50.53977966308594,0.9216700196266174,0.7651799917221069,50.20597457885742,80.73645782470703,64.14089965820312,22.874462127685547,134.55038452148438,432.40582275390625,13.210000038146973,15.640000343322754,,,59.08000183105469,58.79999923706055,10.649999618530273,,15.930000305175781,17.8799991607666,50.5,16.726594924926758
2022-04-22,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,138.19757080078125,4.620800018310547,1.2589099407196045,0.9537000060081482,69.15461730957031,50.40104293823242,0.9229199886322021,0.7676799893379211,50.215843200683594,78.34069061279297,63.2869758605957,22.92365074157715,130.0349884033203,420.5409851074219,15.579999923706055,18.81999969482422,,,,,14.380000114440918,16.889999389648438,18.610000610351562,20.600000381469727,42.75,15.82629680633545
2022-04-25,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,137.0637664794922,4.795199871063232,1.2720999717712402,0.9556000232696533,68.93416595458984,50.95598602294922,0.9249799847602844,0.7793700098991394,50.42290115356445,78.4590072631836,63.21905517578125,22.884300231933594,128.89881896972656,422.9790954589844,15.920000076293945,19.25,,,47.5,44.0,15.779999732971191,17.829999923706055,20.1200008392334,20.700000762939453,43.7400016784668,15.333501815795898
2022-04-26,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,134.5635986328125,4.876200199127197,1.2735600471496582,0.9582899808883667,68.64659881591797,49.231689453125,0.9333400130271912,0.7849299907684326,50.49190902709961,76.34915161132812,62.209877014160156,22.92365074157715,127.47856903076172,410.7292785644531,18.940000534057617,20.549999237060547,,,,43.040000915527344,16.299999237060547,19.100000381469727,,24.100000381469727,38.72999954223633,14.79332160949707
2022-04-27,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,133.7011260986328,4.997799873352051,1.2806099653244019,0.9622300267219543,67.71200561523438,48.96412658691406,0.9395300149917603,0.7946599721908569,50.403175354003906,76.37873077392578,62.01580047607422,22.874462127685547,127.01821899414062,411.8841552734375,18.100000381469727,19.540000915527344,,,,43.0,,18.40999984741211,20.0,22.010000228881836,38.13999938964844,15.541991233825684
2022-04-28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,135.42605590820312,4.963600158691406,1.2813999652862549,0.9686700105667114,68.68014526367188,49.74699783325195,0.947409987449646,0.7973300218582153,50.32429885864258,77.43364715576172,62.87942886352539,22.90397834777832,128.75189208984375,422.2881164550781,15.880000114440918,18.350000381469727,,,,44.560001373291016,14.25,15.979999542236328,18.59000015258789,,44.900001525878906,16.1106014251709
2022-04-29,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,133.26385498046875,4.93779993057251,1.280460000038147,0.9717000126838684,68.0666732788086,49.519073486328125,0.9520000219345093,0.8023200035095215,50.19612121582031,74.70266723632812,61.16188430786133,22.75640106201172,127.0867919921875,406.6821594238281,19.399999618530273,23.0,,,42.099998474121094,38.040000915527344,17.420000076293945,18.079999923706055,20.0,23.520000457763672,38.380001068115234,16.00635528564453
2022-05-02,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,132.43223571777344,4.97130012512207,1.2853000164031982,0.9741700291633606,67.98040771484375,50.35149383544922,0.9491299986839294,0.7953000068664551,50.14971160888672,75.01815795898438,60.705814361572266,22.707204818725586,127.03780364990234,409.13018798828125,19.399999618530273,21.299999237060547,,,37.630001068115234,36.119998931884766,17.200000762939453,19.209999084472656,23.420000076293945,24.219999313354492,36.0,15.532514572143555
2022-05-03,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,134.7705535888672,5.084700107574463,1.2874000072479248,0.977840006351471,68.14335632324219,50.71815490722656,0.9515600204467773,0.8001099824905396,50.19908142089844,76.01393127441406,61.00662612915039,22.825267791748047,128.28175354003906,411.0056457519531,18.18000030517578,20.510000228881836,,,,39.45000076293945,15.800000190734863,18.0,,23.0,,15.769434928894043
2022-05-04,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,135.1912384033203,4.958099842071533,1.2833800315856934,0.9787600040435791,68.69452667236328,52.016334533691406,0.9498000144958496,0.7999740242958069,50.416316986083984,78.2125244140625,61.96728515625,22.943328857421875,129.8782958984375,423.5220031738281,14.779999732971191,17.0,,,,43.95000076293945,,,20.0,19.100000381469727,42.470001220703125,15.731528282165527
2022-05-05,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,132.236572265625,4.918799877166748,1.2737200260162354,0.9731900095939636,67.15126037597656,49.45961380004883,0.9413999915122986,0.7925099730491638,50.218833923339844,75.9449234008789,61.18128967285156,22.687528610229492,127.64509582519531,408.46881103515625,19.270000457763672,21.8700008392334,,,39.29999923706055,36.9900016784668,17.649999618530273,20.0,21.5,24.489999771118164,37.459999084472656,15.172395706176758
2022-05-06,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,131.89413452148438,5.0279998779296875,1.2826999425888062,0.9851999878883362,67.01226806640625,48.518184661865234,0.9487900137901306,0.8087900280952454,50.14971160888672,75.37309265136719,61.433589935302734,22.648176193237305,126.9300765991211,406.03070068359375,20.600000381469727,22.0,,,38.779998779296875,36.29999923706055,17.809999465942383,19.690000534057617,22.739999771118164,25.979999542236328,33.290000915527344,14.897567749023438
2022-05-09,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,129.62432861328125,5.080399990081787,1.2918200492858887,0.989329993724823,66.76782989501953,45.654266357421875,0.9494699835777283,0.8112499713897705,50.278072357177734,73.43084716796875,60.84166717529297,22.648176193237305,125.1082534790039,393.0307312011719,23.329999923706055,27.5,,,34.13999938964844,30.850000381469727,20.149999618530273,22.780000686645508,25.170000076293945,29.799999237060547,27.8799991607666,14.035177230834961
2022-05-10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,128.8513946533203,5.160900115966797,1.3008400201797485,0.9926999807357788,66.0345458984375,45.92182922363281,0.9464499950408936,0.81045001745224,50.31756591796875,72.91816711425781,60.414703369140625,22.726882934570312,123.77616882324219,393.9388427734375,22.989999771118164,25.299999237060547,,,32.380001068115234,,19.309999465942383,23.459999084472656,24.989999771118164,29.90999984741211,27.15999984741211,13.930931091308594
2022-05-11,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,128.5774688720703,5.13129997253418,1.3031200170516968,0.9957000017166138,65.34439086914062,45.19841766357422,0.949400007724762,0.8123999834060669,50.307701110839844,72.09000396728516,60.696109771728516,22.687528610229492,123.7957534790039,387.6806640625,24.540000915527344,27.829999923706055,,,28.530000686645508,26.299999237060547,21.18000030517578,23.6200008392334,26.579999923706055,30.100000381469727,23.959999084472656,14.442679405212402
